[00:00.000 --> 00:02.000]  Inna opcja?
[01:03:12.800 --> 01:03:14.200]  Próbuję, będzie dobrze.
[01:03:14.200 --> 01:03:16.200]  Mhm.
[01:03:16.200 --> 01:03:16.780]  Mhm.
[01:03:27.580 --> 01:03:36.020]  Dobra.
[01:03:37.040 --> 01:03:39.040]  Co będzie w numerze pierwszym?
[01:03:39.040 --> 01:03:41.040]  Wystaję.
[01:03:41.040 --> 01:03:43.040]  Wystaję.
[01:03:43.040 --> 01:03:45.040]  Aha.
[01:03:45.040 --> 01:03:47.040]  Tak.
[01:03:47.040 --> 01:03:51.040]  Coś tam, coś tam, w weekendy śpię, do której?
[01:03:51.040 --> 01:03:55.040]  Przepraszam?
[01:03:55.040 --> 01:03:57.040]  Co będzie numer dwa?
[01:03:57.040 --> 01:03:59.040]  O, dziesiąta.
[01:03:59.040 --> 01:04:01.040]  Dziesiątej.
[01:04:01.040 --> 01:04:03.040]  Dziesiątej.
[01:04:03.040 --> 01:04:05.040]  Tak.
[01:04:05.040 --> 01:04:07.040]  Dziesiątej.
[01:04:07.040 --> 01:04:09.040]  Aha.
[01:04:09.040 --> 01:04:11.040]  Numer trzy.
[01:04:11.040 --> 01:04:15.040]  Czy jest ciepło tutaj?
[01:04:15.040 --> 01:04:17.040]  To jest ładnie.
[01:04:17.040 --> 01:04:18.040]  Bardzo?
[01:04:18.040 --> 01:04:20.040]  Otworzył okno, może w tym będzie dobrze.
[01:04:20.040 --> 01:04:21.040]  Zobaczymy.
[01:04:21.040 --> 01:04:23.040]  Bo tam chyba też jest ciepło.
[01:04:30.040 --> 01:04:31.040]  Ok.
[01:04:31.040 --> 01:04:33.040]  Dobra.
[01:04:33.040 --> 01:04:35.040]  Numer trzy.
[01:04:35.040 --> 01:04:37.040]  Prysznic.
[01:04:37.040 --> 01:04:39.040]  Prysznic, tak.
[01:04:39.040 --> 01:04:40.040]  Numer cztery.
[01:04:40.040 --> 01:04:41.040]  Piję.
[01:04:41.040 --> 01:04:42.040]  Piję.
[01:04:42.040 --> 01:04:43.040]  Co piję?
[01:04:43.040 --> 01:04:44.040]  Dżin.
[01:04:44.040 --> 01:04:45.040]  Kapu.
[01:04:45.040 --> 01:04:46.040]  Tak.
[01:04:46.040 --> 01:04:47.040]  Kapu.
[01:04:47.040 --> 01:04:48.040]  Dobrze.
[01:04:48.040 --> 01:04:49.040]  No.
[01:04:49.040 --> 01:04:50.040]  Numer pięć.
[01:04:50.040 --> 01:04:51.040]  Planuję?
[01:04:51.040 --> 01:04:52.040]  Dzień.
[01:04:52.040 --> 01:04:53.040]  Dzień.
[01:04:53.040 --> 01:04:54.040]  Super.
[01:04:54.040 --> 01:04:55.040]  Dzień.
[01:04:55.040 --> 01:04:56.040]  Dzień.
[01:04:56.040 --> 01:04:57.040]  Dzień.
[01:04:57.040 --> 01:04:58.040]  Dzień.
[01:04:58.040 --> 01:04:59.040]  Dzień.
[01:04:59.040 --> 01:05:00.040]  Dzień.
[01:05:00.040 --> 01:05:01.040]  Dzień.
[01:05:01.040 --> 01:05:02.040]  Dzień.
[01:05:02.040 --> 01:05:03.040]  Dzień.
[01:05:03.040 --> 01:05:04.040]  Dzień.
[01:05:04.040 --> 01:05:05.040]  Dzień.
[01:05:05.040 --> 01:05:06.040]  Dżin.
[01:05:06.040 --> 01:05:07.040]  Dzień.
[01:05:07.040 --> 01:05:08.040]  Dzień.
[01:05:08.040 --> 01:05:09.040]  Dzień.
[01:05:09.040 --> 01:05:10.040]  Dzień.
[01:05:10.040 --> 01:05:11.040]  Dzień.
[01:05:11.040 --> 01:05:12.040]  Dzień.
[01:05:12.040 --> 01:05:13.040]  Dzień.
[01:05:13.040 --> 01:05:14.040]  Dzień.
[01:05:14.040 --> 01:05:15.040]  Dzień.
[01:05:15.040 --> 01:05:16.040]  Dzień.
[01:05:16.040 --> 01:05:17.040]  Dzień.
[01:05:17.040 --> 01:05:18.040]  No, słんでż.
[01:05:18.040 --> 01:05:19.040]  Blisko.
[01:05:19.040 --> 01:05:20.040]  Nieprawda.
[01:05:20.040 --> 01:05:21.040]  Sk PlayStation.
[01:05:21.040 --> 01:05:22.040]  Chodzi o unityzm.
[01:05:22.040 --> 01:05:24.040]  Jak chodzwice chodzisz Harrisona na «dżino» to nie ustawiasz się.
[01:05:24.040 --> 01:05:27.040]  Tak dobrze recipeł, bo mam kres差?
[01:05:27.040 --> 01:05:28.040]  A Snap ostatnia section.
[01:05:28.040 --> 01:05:29.040]  Tak.
[01:05:29.040 --> 01:05:30.040]  I mày annie pestałeś.
[01:05:30.040 --> 01:05:32.040]  Ja nie mądraisam raz w se� in.
[01:05:32.040 --> 01:05:33.040]  Mam t protests z refractessa.
[01:05:33.040 --> 01:05:34.040]  Ponieważ człowieku hubs to pas maneira.
[01:05:34.040 --> 01:05:36.040]  A to jak jeżdżę? A to dokąd jeżdżę?
[01:05:38.040 --> 01:05:40.040]  Jeżdżę do gdzie?
[01:05:40.040 --> 01:05:42.040]  Do pracy.
[01:05:42.040 --> 01:05:44.040]  Do pracy.
[01:05:44.040 --> 01:05:46.040]  Tramwajem.
[01:05:46.040 --> 01:05:51.040]  Od czasu do czasu, na przykład kiedy jestem?
[01:05:58.040 --> 01:06:00.040]  Prawie.
[01:06:00.040 --> 01:06:02.040]  Prawie?
[01:06:04.040 --> 01:06:06.040]  Jestem spóźniona.
[01:06:09.040 --> 01:06:11.040]  Która?
[01:06:11.040 --> 01:06:13.040]  Spóźniona.
[01:06:13.040 --> 01:06:15.040]  Spóźniona.
[01:06:15.040 --> 01:06:17.040]  Co znaczy spóźniona?
[01:06:19.040 --> 01:06:21.040]  Nie wiem.
[01:06:21.040 --> 01:06:23.040]  To znaczy to, że jest późno.
[01:06:23.040 --> 01:06:27.040]  Spóźniony, spóźniona.
[01:06:27.040 --> 01:06:33.040]  To jest przymiotnik, czyli ktoś jest spóźniony, to sama jest późna.
[01:06:34.040 --> 01:06:35.040]  Tak.
[01:06:35.040 --> 01:06:37.040]  To znaczy, że ktoś jest spóźniony.
[01:06:37.040 --> 01:06:39.040]  Właśnie.
[01:06:39.040 --> 01:06:41.040]  I jak to jest?
[01:06:41.040 --> 01:06:43.040]  Właśnie, kiedy się spóźniono, to właśnie jest połączenie.
[01:06:43.040 --> 01:06:44.040]  Tak.
[01:06:44.040 --> 01:06:47.040]  Jeżeli ktoś jest spóźniony, to ma spóźnienie, jeśli chce to, to ma spóźnienie.
[01:06:47.040 --> 01:06:48.040]  Ok.
[01:06:48.040 --> 01:06:49.040]  Ok.
[01:06:49.040 --> 01:06:51.040]  A co jest to, co się robi?
[01:06:51.040 --> 01:06:52.040]  To jest piosenka.
[01:06:52.040 --> 01:06:53.040]  Piosenka?
[01:06:53.040 --> 01:06:54.040]  Tak, piosenka.
[01:06:54.040 --> 01:06:55.040]  Piosenka.
[01:06:55.040 --> 01:06:56.040]  Piosenka.
[01:06:56.040 --> 01:06:57.040]  Piosenka.
[01:06:57.040 --> 01:06:58.040]  Piosenka.
[01:06:58.040 --> 01:06:59.040]  I co?
[01:06:59.040 --> 01:07:00.040]  Nie wiem, nie wiem.
[01:07:00.040 --> 01:07:01.040]  Tak, nie wiem.
[01:07:01.040 --> 01:07:02.040]  Nie wiem, nie wiem.
[01:07:02.040 --> 01:07:03.040]  Nie wiem, nie wiem.
[01:07:03.040 --> 01:07:09.840]  Tak, więc mamy język angielski, ale włożymy go w język polskiego.
[01:07:09.840 --> 01:07:11.840]  Ok, czyli mail.
[01:07:11.840 --> 01:07:13.840]  Numer 10.
[01:07:17.040 --> 01:07:19.540]  Co jeszcze robię w pracy? Mailuję i?
[01:07:19.540 --> 01:07:21.540]  Rozmawiam.
[01:07:25.540 --> 01:07:28.540]  Rozmawiam przez telefon. Numer 11.
[01:07:28.540 --> 01:07:30.540]  Robię.
[01:07:30.540 --> 01:07:32.540]  Robię, tak.
[01:07:33.040 --> 01:07:35.040]  Numer 12.
[01:07:35.040 --> 01:07:40.040]  Proszę, co to znaczy krótka przerwa?
[01:07:40.040 --> 01:07:42.040]  Krótka przerwa.
[01:07:42.040 --> 01:07:44.040]  Krótka...
[01:07:44.040 --> 01:07:48.040]  Numer 11.
[01:07:50.040 --> 01:07:56.040]  Aha, krótka przerwa. Krótka, short, przerwa, break.
[01:07:56.040 --> 01:07:58.040]  Samo nazywa się short break.
[01:07:58.040 --> 01:08:02.040]  I co to znaczy spożywanie?
[01:08:02.040 --> 01:08:03.040]  Spożywanie.
[01:08:03.040 --> 01:08:08.040]  Spożywanie, dalsze od mojej pracy. Spożywanie.
[01:08:08.040 --> 01:08:13.040]  Spożywanie. To jest rodzaj sklepu. Co możemy kupić w sklepie spożywczym?
[01:08:13.040 --> 01:08:17.040]  Co możemy kupić w sklepie spożywczym?
[01:08:19.040 --> 01:08:20.040]  Jedzenie.
[01:08:20.040 --> 01:08:26.040]  Jedzenie. To jest sklep, gdzie kupujemy jedzenie. To jest jak rosyjski short break.
[01:08:26.040 --> 01:08:29.040]  Czyli sklep z jedzeniem.
[01:08:29.040 --> 01:08:30.040]  Tak.
[01:08:30.040 --> 01:08:31.040]  Tak.
[01:08:31.040 --> 01:08:35.040]  Tak.
[01:08:35.040 --> 01:08:37.040]  Dobra.
[01:08:39.040 --> 01:08:41.040]  Numer 12.
[01:08:41.040 --> 01:08:43.040]  Poziom.
[01:08:43.040 --> 01:08:44.040]  Poziom.
[01:08:44.040 --> 01:08:46.040]  Aha.
[01:08:46.040 --> 01:08:48.040]  Ja. Podział.
[01:08:50.040 --> 01:08:53.040]  Podział. Dobra. Numer 13.
[01:08:55.040 --> 01:08:57.040]  Piąty.
[01:08:58.040 --> 01:08:59.040]  Piąty.
[01:08:59.040 --> 01:09:00.040]  Piąty.
[01:09:00.040 --> 01:09:01.040]  Nie?
[01:09:01.040 --> 01:09:04.040]  Końcówka? Ending?
[01:09:09.040 --> 01:09:10.040]  Piątej.
[01:09:10.040 --> 01:09:15.040]  Piątej. Właśnie. Około piątej.
[01:09:15.040 --> 01:09:22.040]  To jest, teraz jest piąta, ale około? Around?
[01:09:22.040 --> 01:09:23.040]  Piątej.
[01:09:23.040 --> 01:09:24.040]  Piątej.
[01:09:24.040 --> 01:09:27.040]  Mhm. Numer 14.
[01:09:27.040 --> 01:09:28.040]  14.
[01:09:28.040 --> 01:09:31.040]  Oglądam telewizję.
[01:09:31.040 --> 01:09:32.040]  Tak.
[01:09:32.040 --> 01:09:40.040]  Oglądam telewizję.
[01:09:40.040 --> 01:09:47.040]  Mhm. Numer 15.
[01:09:47.040 --> 01:09:49.040]  Wieczór. Wieczór.
[01:09:49.040 --> 01:09:54.040]  Wieczór. Mhm. 16.
[01:09:54.040 --> 01:09:56.040]  16?
[01:09:56.040 --> 01:09:57.040]  Nie?
[01:09:57.040 --> 01:09:58.040]  17.
[01:09:59.040 --> 01:10:22.040]  17?
[01:10:22.040 --> 01:10:23.040]  Nie.
[01:10:23.040 --> 01:10:24.040]  Nie?
[01:10:24.040 --> 01:10:25.040]  17.
[01:10:25.040 --> 01:10:27.040]  On.
[01:10:27.040 --> 01:10:29.040]  Roni.
[01:10:29.040 --> 01:10:31.040]  Mhm, ale kto? Kto?
[01:10:31.040 --> 01:10:33.040]  On.
[01:10:33.040 --> 01:10:35.040]  I?
[01:10:35.040 --> 01:10:37.040]  What? With you.
[01:10:37.040 --> 01:10:39.040]  Mój przyjaciel.
[01:10:39.040 --> 01:10:41.040]  Czyli my czasem biegamy.
[01:10:41.040 --> 01:10:43.040]  She said that she's running with her friend.
[01:10:43.040 --> 01:10:45.040]  Czyli my.
[01:10:51.040 --> 01:10:53.040]  Biegamy. 18.
[01:10:55.040 --> 01:10:57.040]  Spalcie.
[01:10:57.040 --> 01:10:59.040]  Tak.
[01:10:59.040 --> 01:11:01.040]  I ostatnie. 19.
[01:11:07.040 --> 01:11:09.040]  Last one.
[01:11:11.040 --> 01:11:13.040]  Wypłonę.
[01:11:13.040 --> 01:11:15.040]  Mhm.
[01:11:15.040 --> 01:11:17.040]  To mam następne.
[01:11:17.040 --> 01:11:19.040]  O.
[01:11:19.040 --> 01:11:21.040]  Pół.
[01:11:21.040 --> 01:11:23.040]  Do.
[01:11:23.040 --> 01:11:25.040]  Do której?
[01:11:25.040 --> 01:11:27.040]  Czyli o której pewnie 23.30.
[01:11:27.040 --> 01:11:29.040]  Tak?
[01:11:29.040 --> 01:11:31.040]  O pół do 12.
[01:11:31.040 --> 01:11:33.040]  Mhm.
[01:11:33.040 --> 01:11:35.040]  Dobrze.
[01:11:35.040 --> 01:11:37.040]  Czy są jakieś pytania?
[01:11:37.040 --> 01:11:39.040]  Pytania?
[01:11:39.040 --> 01:11:41.040]  Pytania?
[01:11:41.040 --> 01:11:43.040]  Pytania?
[01:11:43.040 --> 01:11:45.040]  Czy są jakieś pytania?
[01:11:45.040 --> 01:11:47.040]  Pytania?
[01:11:47.040 --> 01:11:49.040]  Pytania?
[01:11:49.040 --> 01:11:51.040]  Pytania?
[01:11:51.040 --> 01:11:53.040]  Pytania?
[01:11:53.040 --> 01:11:55.040]  Pytania?
[01:11:55.040 --> 01:11:57.040]  Pytania?
[01:11:57.040 --> 01:11:59.040]  Co to jest gimnastyka?
[01:11:59.040 --> 01:12:01.040]  Mamy tu
[01:12:01.040 --> 01:12:03.040]  3 dzielnika.
[01:12:03.040 --> 01:12:05.040]  The first line.
[01:12:05.040 --> 01:12:07.040]  Gimnastyk.
[01:12:07.040 --> 01:12:09.040]  Mhm.
[01:12:09.040 --> 01:12:11.040]  Dobra. I co jeszcze?
[01:12:11.040 --> 01:12:13.040]  Jeszcze.
[01:12:13.040 --> 01:12:15.040]  No dobra.
[01:12:15.040 --> 01:12:17.040]  Nie będzie.
[01:12:19.040 --> 01:12:21.040]  Zobaczmy zadanie
[01:12:21.040 --> 01:12:23.040]  piąte.
[01:12:23.040 --> 01:12:25.040]  Zadanie piąte.
[01:12:25.040 --> 01:12:27.040]  No dobra.
[01:12:27.040 --> 01:12:29.040]  Zadanie piąte.
[01:12:29.040 --> 01:12:31.040]  Mamy wpisać zaimek
[01:12:31.040 --> 01:12:33.040]  w narzędniku.
[01:12:33.040 --> 01:12:35.040]  Sołyk.
[01:12:35.040 --> 01:12:37.040]  Dwaise.
[01:12:37.040 --> 01:12:39.040]  Zaimek.
[01:12:39.040 --> 01:12:41.040]  Pronom.
[01:12:41.040 --> 01:12:43.040]  W narzędniku.
[01:12:43.040 --> 01:12:45.040]  To mieliśmy.
[01:12:45.040 --> 01:12:47.040]  Gdzieś.
[01:12:47.040 --> 01:12:49.040]  Gdzieś.
[01:12:49.040 --> 01:12:51.040]  Gdzieś.
[01:12:51.040 --> 01:12:53.040]  Gdzieś.
[01:12:53.040 --> 01:12:55.040]  Gdzieś.
[01:12:55.040 --> 01:12:57.040]  Dobra.
[01:12:57.040 --> 01:12:59.040]  I mamy przykład.
[01:12:59.040 --> 01:13:01.040]  Lubisz pracować
[01:13:01.040 --> 01:13:03.040]  z Martą?
[01:13:03.040 --> 01:13:05.040]  Nie. Nie lubię z nią.
[01:13:05.040 --> 01:13:07.040]  Marta to jest
[01:13:07.040 --> 01:13:09.040]  jakaś kobieta.
[01:13:09.040 --> 01:13:11.040]  Czyli ona.
[01:13:11.040 --> 01:13:13.040]  Tak? Kto mamy? Tutaj.
[01:13:13.040 --> 01:13:15.040]  Kto jest?
[01:13:15.040 --> 01:13:17.040]  Strona 64.
[01:13:17.040 --> 01:13:19.040]  We did it.
[01:13:19.040 --> 01:13:21.040]  Last we did it.
[01:13:21.040 --> 01:13:23.040]  To did it as a revision.
[01:13:23.040 --> 01:13:25.040]  Tak.
[01:13:25.040 --> 01:13:27.040]  No to
[01:13:27.040 --> 01:13:29.040]  już
[01:13:29.040 --> 01:13:31.040]  nie.
[01:13:31.040 --> 01:13:33.040]  No to
[01:13:33.040 --> 01:13:35.040]  już
[01:13:35.040 --> 01:13:37.040]  nie.
[01:13:37.040 --> 01:13:39.040]  No to
[01:13:39.040 --> 01:13:41.040]  już
[01:13:41.040 --> 01:13:43.040]  nie.
[01:13:43.040 --> 01:13:45.040]  Nie.
[01:13:45.040 --> 01:13:47.040]  Nie.
[01:13:47.040 --> 01:13:49.040]  Nie.
[01:13:49.040 --> 01:13:51.040]  Nie.
[01:13:51.040 --> 01:13:53.040]  Nie.
[01:13:53.040 --> 01:13:55.040]  Nie.
[01:13:55.040 --> 01:13:57.040]  Nie.
[01:13:57.040 --> 01:13:59.040]  Nie.
[01:13:59.040 --> 01:14:01.040]  To było.
[01:14:01.040 --> 01:14:03.040]  To było.
[01:14:03.040 --> 01:14:05.040]  To było.
[01:14:05.040 --> 01:14:07.040]  Do you know Polish?
[01:14:07.040 --> 01:14:09.040]  Tak.
[01:14:09.040 --> 01:14:11.040]  Tak. Bardzo.
[01:14:11.040 --> 01:14:13.040]  No.
[01:14:13.040 --> 01:14:15.040]  Nie to było.
[01:14:15.040 --> 01:14:17.040]  Ze ze ze
[01:14:17.040 --> 01:14:19.040]  nim.
[01:14:19.040 --> 01:14:21.040]  Z nim.
[01:14:21.040 --> 01:14:23.040]  Z nim.
[01:14:23.040 --> 01:14:25.040]  To jest
[01:14:25.040 --> 01:14:27.040]  tak.
[01:14:27.040 --> 01:14:29.040]  To jest w porządku?
[01:14:29.040 --> 01:14:31.040]  To jest
[01:14:31.040 --> 01:14:33.040]  po kolei.
[01:14:33.040 --> 01:14:35.040]  To jest normalne.
[01:14:35.040 --> 01:14:37.040]  Jaka będzie
[01:14:37.040 --> 01:14:39.040]  odpowiedź? Tak. Bardzo
[01:14:39.040 --> 01:14:41.040]  się.
[01:14:41.040 --> 01:14:43.040]  Zobaczymy.
[01:14:43.040 --> 01:14:45.040]  Zobaczymy.
[01:14:45.040 --> 01:14:47.040]  No.
[01:14:47.040 --> 01:14:49.040]  Jak się
[01:14:49.040 --> 01:14:51.040]  z tym
[01:14:51.040 --> 01:14:53.040]  zrozumiemy?
[01:14:53.040 --> 01:14:55.040]  Czym ma od nim?
[01:14:55.040 --> 01:14:57.040]  Język polski.
[01:14:57.040 --> 01:14:59.040]  To jest liczba pojedyncza,
[01:14:59.040 --> 01:15:01.040]  czy liczba mnoga?
[01:15:01.040 --> 01:15:03.040]  Pojedyncza?
[01:15:03.040 --> 01:15:05.040]  Pojedyncza.
[01:15:05.040 --> 01:15:07.040]  A język. Jaki to jest rodzaj
[01:15:07.040 --> 01:15:09.040]  gramatyczny? Męski, żeński,
[01:15:09.040 --> 01:15:11.040]  czy nie jaki?
[01:15:11.040 --> 01:15:13.040]  Męski. Męski.
[01:15:13.040 --> 01:15:15.040]  Czyli język
[01:15:15.040 --> 01:15:17.040]  on.
[01:15:17.040 --> 01:15:19.040]  O.
[01:15:19.040 --> 01:15:21.040]  Z nim?
[01:15:21.040 --> 01:15:23.040]  Z nim. Uwaga.
[01:15:23.040 --> 01:15:25.040]  Jeśli mamy z w pytaniu,
[01:15:25.040 --> 01:15:27.040]  if we have z in the question,
[01:15:27.040 --> 01:15:29.040]  we also have z in the answer.
[01:15:29.040 --> 01:15:31.040]  Czyli pracować
[01:15:31.040 --> 01:15:33.040]  z Martą.
[01:15:33.040 --> 01:15:35.040]  Nie. Nie lubię
[01:15:35.040 --> 01:15:37.040]  z nią pracować.
[01:15:37.040 --> 01:15:39.040]  Mieszkasz z Adamem?
[01:15:39.040 --> 01:15:41.040]  Tak? Nie.
[01:15:41.040 --> 01:15:43.040]  Już z nim nie mieszkam.
[01:15:43.040 --> 01:15:45.040]  Czyli if we have z in the question,
[01:15:45.040 --> 01:15:47.040]  we also have z in the
[01:15:47.040 --> 01:15:49.040]  answer.
[01:15:49.040 --> 01:15:51.040]  Answer.
[01:15:51.040 --> 01:15:53.040]  Jeśli nie mamy z
[01:15:53.040 --> 01:15:55.040]  w pytaniu, nie mamy też odpowiedzi.
[01:15:55.040 --> 01:15:57.040]  Tylko nim? Tak.
[01:15:57.040 --> 01:15:59.040]  Bardzo się nim interesuję.
[01:16:05.040 --> 01:16:07.040]  Numer trzy.
[01:16:07.040 --> 01:16:09.040]  Lubicie pracować?
[01:16:15.040 --> 01:16:17.040]  Uwaga.
[01:16:17.040 --> 01:16:19.040]  Tutaj mamy
[01:16:19.040 --> 01:16:21.040]  ze.
[01:16:21.040 --> 01:16:23.040]  Jest tylko jeden,
[01:16:23.040 --> 01:16:25.040]  jedna osoba,
[01:16:25.040 --> 01:16:27.040]  która ma ze.
[01:16:27.040 --> 01:16:29.040]  Only one person
[01:16:29.040 --> 01:16:31.040]  who has ze.
[01:16:31.040 --> 01:16:33.040]  To rest of them?
[01:16:33.040 --> 01:16:35.040]  Z.
[01:16:35.040 --> 01:16:37.040]  Czyli czy lubicie pracować?
[01:16:37.040 --> 01:16:39.040]  Wami?
[01:16:39.040 --> 01:16:41.040]  No.
[01:16:41.040 --> 01:16:43.040]  Ze mną. Tak.
[01:16:43.040 --> 01:16:45.040]  Ze mną.
[01:16:45.040 --> 01:16:47.040]  Oczywiście, że lubimy
[01:16:47.040 --> 01:16:49.040]  z tobą pracować.
[01:16:49.040 --> 01:16:51.040]  Ok.
[01:16:51.040 --> 01:16:53.040]  Numer trzy.
[01:16:53.040 --> 01:16:55.040]  Cztery.
[01:16:55.040 --> 01:16:57.040]  Czy on mieszka
[01:16:57.040 --> 01:16:59.040]  z Moniką?
[01:17:03.040 --> 01:17:05.040]  Z
[01:17:05.040 --> 01:17:07.040]  z nią.
[01:17:07.040 --> 01:17:09.040]  Z nią.
[01:17:09.040 --> 01:17:11.040]  Tak? Mieszka z nią.
[01:17:13.040 --> 01:17:15.040]  Numer pięć.
[01:17:15.040 --> 01:17:17.040]  Nie wiem, czy oni
[01:17:17.040 --> 01:17:19.040]  lubią ze mną pracować.
[01:17:21.040 --> 01:17:23.040]  Nie wiem.
[01:17:27.040 --> 01:17:29.040]  To było?
[01:17:29.040 --> 01:17:31.040]  Yhym. Tak?
[01:17:31.040 --> 01:17:33.040]  Mówią, że lubią z tobo
[01:17:33.040 --> 01:17:35.040]  pracować. Super.
[01:17:35.040 --> 01:17:37.040]  Numer sześć.
[01:17:37.040 --> 01:17:39.040]  Lubicie z
[01:17:39.040 --> 01:17:41.040]  nami pracować?
[01:17:41.040 --> 01:17:43.040]  Zom.
[01:17:43.040 --> 01:17:50.040]  Oczywiście, że lubimy z...
[01:17:50.040 --> 01:17:54.040]  Z nami?
[01:17:54.040 --> 01:17:58.040]  Z wami.
[01:17:58.040 --> 01:18:11.040]  So you can ask as a group, you can ask me do I like to work with you, z nami.
[01:18:11.040 --> 01:18:20.040]  You ask, let's say, and I can answer yes or no, I like to work with you.
[01:18:20.040 --> 01:18:23.040]  My, wy.
[01:18:23.040 --> 01:18:24.040]  Z nami?
[01:18:24.040 --> 01:18:26.040]  Z wami.
[01:18:26.040 --> 01:18:31.040]  Czyli oczywiście, że lubimy z wami pracować.
[01:18:31.040 --> 01:18:33.040]  Numer siedem.
[01:18:33.040 --> 01:18:36.040]  Czy Rudzki mieszka z Nowacką?
[01:18:36.040 --> 01:18:41.040]  Rudzki to jest mężczyzna, Nowacka to jest kobieta.
[01:18:41.040 --> 01:18:45.040]  Czy Rudzki mieszka z Nowacką?
[01:18:45.040 --> 01:18:47.040]  Nie.
[01:18:47.040 --> 01:18:50.040]  Czy Rudzki mieszka z Nowacką?
[01:18:50.040 --> 01:18:52.040]  Nie.
[01:18:52.040 --> 01:18:55.040]  Czy on mieszka z...
[01:18:55.040 --> 01:18:56.040]  Nie.
[01:18:56.040 --> 01:18:59.040]  Nie już z Niemiecka?
[01:18:59.040 --> 01:19:01.040]  Rozumiemy?
[01:19:01.040 --> 01:19:03.040]  Rozumiemy?
[01:19:03.040 --> 01:19:05.040]  Co byś chciał powiedzieć?
[01:19:05.040 --> 01:19:07.040]  Co byś chciał powiedzieć?
[01:19:07.040 --> 01:19:08.040]  Że...
[01:19:08.040 --> 01:19:09.040]  Że...
[01:19:09.040 --> 01:19:10.040]  Że...
[01:19:10.040 --> 01:19:11.040]  Że...
[01:19:11.040 --> 01:19:12.040]  Że...
[01:19:12.040 --> 01:19:16.040]  W ogóle z Nowacką, z Nowacką...
[01:19:16.040 --> 01:19:18.040]  No tak.
[01:19:18.040 --> 01:19:19.040]  Z Nowacką.
[01:19:19.040 --> 01:19:20.040]  Z nowacką, w ogóle.
[01:19:21.040 --> 01:19:22.040]  Tak, super.
[01:19:22.040 --> 01:19:23.040]  Tak, super.
[01:19:23.040 --> 01:19:25.040]  Z Nowacką.
[01:19:25.040 --> 01:19:26.040]  Jakby to było...
[01:19:26.040 --> 01:19:27.040]  Co byś chciał powiedzieć?
[01:19:27.040 --> 01:19:28.040]  Czy Nowacka, Nowacka, mieszka z Rudzki, to byłoby nim.
[01:19:28.040 --> 01:19:29.040]  Tak, super.
[01:19:29.040 --> 01:19:30.040]  Ze Rudzki.
[01:19:30.040 --> 01:19:31.040]  No tak.
[01:19:31.040 --> 01:19:33.040]  Bo Rudzki to on, Nowacka to on.
[01:19:33.040 --> 01:19:36.040]  Czyli Nowacka...
[01:19:36.040 --> 01:19:38.040]  No, czy Rudzki to on, czy Nowacka to on.
[01:19:38.040 --> 01:19:39.040]  No tak.
[01:19:39.040 --> 01:19:51.040]  Czy Rudzki mieszka z Nowacką? Nie, już z nią nie mieszka. Czy Nowacka mieszka z Rudzkim? Nie, już z nim nie mieszka.
[01:19:51.040 --> 01:20:01.040]  Numer osiem. Czy ta firma interesuje się inwestycjami europejskimi?
[01:20:09.040 --> 01:20:19.040]  Nami? Nie. Czy my jesteśmy inwestycjami europejskimi?
[01:20:19.040 --> 01:20:30.040]  Tak, tak. My? Nami. Na pewno to jest liczba mnoga.
[01:20:30.040 --> 01:20:39.040]  Czy ta firma, like, is your firm interested in the European Union?
[01:20:39.040 --> 01:20:44.040]  Tak, my jesteśmy bardzo zainteresowani inwestycjami europejskimi.
[01:20:44.040 --> 01:20:48.040]  Bardzo się z nami.
[01:20:48.040 --> 01:20:50.040]  Bardzo z nami.
[01:20:50.040 --> 01:20:52.040]  Bardzo z nami.
[01:20:52.040 --> 01:20:57.040]  Ale inwestycje europejskie?
[01:20:57.040 --> 01:21:09.040]  To jesteśmy my, wy, oni czy one?
[01:21:09.040 --> 01:21:14.040]  Oni.
[01:21:14.040 --> 01:21:20.040]  Właściwie one, ale to jest trochę wyżej. Tak. Czyli to jest trzecia osoba.
[01:21:20.040 --> 01:21:28.040]  Czyli my, ludzie, wy, ludzie, ale one, inwestycje europejskie. To jest jakaś rzecz.
[01:21:28.040 --> 01:21:35.040]  Super. Bardzo się nimi interesuje.
[01:21:35.040 --> 01:21:38.040]  Super, tak. Bardzo się nimi interesuje.
[01:21:38.040 --> 01:21:42.040]  My jesteśmy zainteresowani nimi.
[01:21:42.040 --> 01:21:44.040]  Rozumiemy?
[01:21:44.040 --> 01:21:46.040]  Na pewno?
[01:21:46.040 --> 01:21:48.040]  Tak.
[01:21:48.040 --> 01:21:52.040]  So, euro pays me, to jest oni.
[01:21:52.040 --> 01:21:55.040]  So, can you, like, give an example of context?
[01:21:55.040 --> 01:21:59.040]  So, like, if...
[01:21:59.040 --> 01:22:02.040]  So, you are saying that...
[01:22:02.040 --> 01:22:03.040]  Ok.
[01:22:03.040 --> 01:22:06.040]  You, Ceta Firma, is your firm interested in investing in Europe?
[01:22:06.040 --> 01:22:09.040]  Interested in investing in Europe.
[01:22:09.040 --> 01:22:14.040]  Right? So, you say, yes, they are interested.
[01:22:14.040 --> 01:22:16.040]  Bardzo dobrze.
[01:22:16.040 --> 01:22:18.040]  Bardzo dobrze.
[01:22:18.040 --> 01:22:24.040]  Ok.
[01:22:24.040 --> 01:22:28.040]  Co tu mamy?
